Proteins,isoelectric point,negatively charged particle,positively charged particle,absorbance
YEL047C,5.9295,56,50,0.46309
YOR050C,9.33685,8,13,0.28159
YDL045W-A,9.92267,5,16,1.11876
YGR150C,8.7464,115,125,1.03366
YJR101W,8.88678,23,27,1.59315
YKL003C,9.83807,15,23,0.39679
YKL155C,9.43597,79,101,0.74221
YNL137C,9.65729,58,85,1.21045
YNL186W,5.3476,128,104,0.74268
YNL306W,9.89813,20,37,1.10654
YOR205C,9.34943,56,80,1.15226
YPL013C,10.40204,11,24,1.14343
YPL118W,9.95062,35,56,0.85993
YLL037W,8.34406,7,9,0.45893
YGR143W,4.67902,93,52,1.67903
YMR218C,5.72845,152,136,1.00848
YOR115C,5.93195,34,29,0.5262
YML018C,5.8327,34,29,1.10633
YOR370C,4.64325,87,53,1.01331
YLR255C,11.16656,4,28,1.21149
YPR031W,7.68903,95,97,1.01007
YLR152C,6.42169,52,50,1.24384
YPR010C-A,8.81769,8,10,0.58149
YOR208W,9.09662,71,93,0.89248
YIL006W,8.82648,29,34,0.97643
YNL141W,5.20526,55,38,1.02827
YLR311C,9.51288,5,12,1.10678
YPR028W,9.00165,13,16,1.62265
YDL238C,5.65594,64,52,1.00058
YPL200W,5.15472,17,13,1.75998
YPL195W,4.97174,157,123,0.59173
YPR034W,5.35028,57,49,1.25089
YPL087W,6.65204,23,22,3.0698
YPL132W,8.83368,37,42,0.82291
YLR137W,5.90094,46,40,1.14443
YML089C,9.66754,8,15,1.32885
YLR237W,6.63348,42,40,2.44107
YOR192C,6.81427,42,41,2.33238
YPR063C,6.55292,11,11,0.95948
YPL065W,5.20526,36,27,0.68714
YPR161C,9.5484,65,93,0.92695
YLR123C,9.89264,4,13,1.26346
YPL135W,9.61615,14,23,0.35401
YDR261W-B,8.45221,198,208,1.02275
YHR189W,9.92255,13,25,1.63625
YJR095W,9.77704,23,42,0.71435
YPL265W,9.02899,48,61,1.47225
YKL105C,5.51569,186,154,0.32164
YKL202W,10.04266,2,10,0.48714
YKR023W,6.44989,94,90,0.57436
YKR049C,9.37506,14,20,2.06679
YMR103C,10.13593,10,18,0.14059
YMR140W,7.94342,71,73,0.71788
YMR156C,8.9472,27,32,1.10598
YMR265C,9.12616,58,71,1.33203
YNL267W,6.07697,143,131,0.57312
YNL291C,4.36469,60,29,1.62366
YOL046C,4.42218,29,16,0.63014
YPL156C,6.26105,38,36,0.40844
YPL224C,7.14484,42,41,0.81341
YPR008W,8.84198,70,79,0.37518
YPR023C,8.49774,51,55,1.27403
YPR160C-A,9.38312,5,12,1.27858
YDL016C,10.3454,3,15,0.54612
YPR051W,6.90131,23,23,1.09451
YPR075C,4.3941,68,34,0.43521
YPR076W,4.21234,26,7,0.34875
YPR193C,5.21332,24,20,2.31954
YLR263W,6.78009,128,126,0.48939
YPR088C,8.73309,57,62,0.13334
YPL126W,5.90704,96,81,1.01259
YER189W,6.74103,19,19,0.22166
YPL208W,5.01056,86,65,1.40843
YJR106W,6.43964,55,51,0.98071
YNL196C,9.06976,46,54,0.75588
YDL157C,9.42023,12,18,2.08001
YNL100W,9.39313,23,31,1.78602
YKR060W,9.60333,31,47,0.4871
YPL217C,6.38568,206,198,0.77053
YER150W,4.18073,10,3,0.32309
YJL043W,5.14227,33,23,1.62579
YPL005W,9.74493,64,103,0.77572
YLR374C,9.03619,8,13,0.75672
YOR209C,6.44269,56,53,1.45926
YOR241W,8.92413,63,71,1.14214
YNL166C,4.78973,83,55,0.43879
YIR039C,4.10699,56,24,1.08979
YLR253W,9.00714,64,76,1.41657
YPL245W,9.11395,57,69,1.40931
YOL085C,9.29938,13,21,1.70913
YDL231C,9.11395,111,135,1.5597
YKL220C,9.21405,52,75,1.57916
YMR075C-A,8.59857,9,11,1.6183
YJR126C,6.68243,100,96,1.34166
YMR132C,9.06757,29,37,1.30347
YML114C,4.95026,83,52,0.44089
YOR348C,7.49323,48,49,1.94485
YGR128C,5.00812,92,69,0.61311
YKL099C,10.17963,33,62,0.43552
YNR043W,5.53546,49,41,1.22463
YNR054C,7.69049,60,61,0.55113
YOR078W,6.17987,44,42,0.34776
YDR400W,5.21552,42,31,1.29703
YJL160C,9.09784,16,22,0.7258
YER001W,6.79584,104,101,1.39402
YIL134W,9.90314,17,35,1.20958
YLR138W,5.35577,138,115,1.06777
YNL318C,7.50299,40,41,1.5991
YNR066C,4.92096,63,39,1.34068
YOR266W,9.48993,40,58,1.60034
YPR058W,9.44952,23,33,0.66082
YLR032W,5.98395,174,160,0.85985
YNL171C,8.92999,5,9,1.70114
YGL143C,8.85089,57,62,0.68656
YNR027W,6.31757,35,33,0.95119
YMR277W,4.54974,137,76,1.06549
YNL014W,5.86823,145,128,0.8341
YOR323C,5.3714,66,54,0.66878
YOR023C,9.41937,58,76,0.42972
YJL156C,6.02362,83,74,0.69274
YPL220W,9.73285,21,37,0.54931
YKL077W,8.94891,52,59,1.58616
YOR281C,4.62872,64,38,0.53884
YLL031C,6.15179,87,74,1.47172
YOL089C,7.73602,123,125,0.97235
YOR367W,8.89838,26,30,1.19484
YPL008W,8.12543,110,114,0.88078
YNR058W,5.97943,53,43,1.21639
YHL029C,5.96808,73,61,1.69711
YCR097W,9.69476,14,22,0.58975
YGR216C,9.20526,42,59,1.14991
YMR079W,5.36823,45,38,1.25557
YDR151C,8.87054,33,41,1.12762
YHR032W,5.77057,55,45,1.19852
YIL172C,5.40399,92,74,2.19592
YFR057W,9.18524,12,17,1.17982
YIL041W,4.91315,52,37,0.37592
YKL039W,5.00372,58,43,1.41267
YLR231C,5.13715,59,41,1.32634
YLR331C,3.89349,48,13,0.02578
YNR048W,8.11078,37,39,1.48053
YOL091W,8.89447,80,92,0.62788
YOR006C,5.57867,53,45,1.36091
YOR214C,4.26129,32,10,0.51269
YOR313C,9.56793,37,51,0.79022
YPL218W,5.20648,24,18,1.75265
YKL089W,4.65497,113,77,0.60739
YOR373W,6.55353,88,83,0.65593
YLR309C,5.5235,184,164,0.37715
YDR421W,5.92401,131,121,1.0117
YDR363W,4.96539,91,69,0.50646
YJL146W,4.74384,60,38,1.36426
YLL014W,5.07953,8,5,1.82074
YMR302C,8.98041,101,112,1.10387
YNL286W,4.90533,55,42,0.43474
YPR121W,5.61176,70,59,0.90888
YKL195W,4.46344,95,50,0.31323
YMR028W,5.26263,63,50,0.68433
YMR196W,5.29205,172,135,1.7256
YMR289W,5.58344,50,44,0.93458
YMR013C,9.09637,33,43,1.07528
YOR145C,9.0611,39,43,0.37783
YLR063W,8.02252,41,43,1.27745
YPL109C,8.59222,79,85,1.01667
YNL052W,9.81708,13,20,2.27301
YNL153C,4.51959,30,19,0.29447
YPL055C,9.27484,32,41,1.085
YDR081C,6.00995,102,91,1.21701
YPR078C,5.32404,63,52,0.90224
YDR304C,5.35321,32,23,0.52119
YDR431W,9.78265,2,13,1.697
YDR513W,6.7309,16,16,0.29758
YGL020C,9.1557,24,29,2.00907
YML101C,6.90778,14,14,0.12527
YOL159C,4.27264,21,8,1.5309
YPL252C,5.45404,23,17,0.35442
YDR051C,6.87506,50,49,1.14815
YMR031C,5.98907,143,132,0.41888
YMR086W,9.72198,112,155,0.25134
YDR288W,5.22797,45,35,0.39851
YKL015W,5.22601,122,93,0.90995
YLR040C,4.76678,15,7,0.77303
YOR180C,8.75787,23,27,0.49705
YPL091W,7.66766,59,60,0.95312
YDR208W,9.32977,87,107,0.70746
YLR142W,9.02972,43,52,0.85291
YLR410W,8.77496,154,167,0.75601
YNL277W-A,10.68073,0,12,0.43078
YPL009C,5.56659,187,166,0.79463
YDR049W,8.99213,93,104,0.71447
YML068W,5.41095,73,61,0.98262
YPR015C,9.41583,14,27,1.0146
YKL102C,9.29974,7,13,0.57646
YJR012C,4.61298,28,15,0.58539
YJR108W,4.40558,17,7,2.97036
YDR274C,10.90668,4,16,0.64479
YGR171C,8.90594,66,76,1.47976
YJL149W,6.24493,82,75,0.90492
YLR100W,8.28326,37,39,1.38215
YML088W,5.19476,102,75,1.19966
YMR297W,4.55511,75,40,1.77655
YPR040W,7.69391,45,46,1.14361
YJL186W,6.39325,71,66,1.22888
YMR035W,10.00861,12,23,1.89263
YPL145C,5.72784,65,56,1.51026
YPR077C,10.08905,6,22,1.42404
YPL228W,5.41071,87,73,0.63218
YPR187W,4.53229,35,20,0.72307
YPL010W,5.02716,28,20,0.87193
YPL222W,5.25812,94,75,1.11624
YKL070W,9.18463,22,27,1.42277
YLR065C,10.21014,9,30,1.52594
YFL001W,9.34027,51,69,0.92291
YJL175W,4.64825,9,6,1.29713
YNL280C,8.99677,34,43,2.16587
YOL118C,10.20319,5,20,1.53419
YOR309C,12.53302,4,56,0.19056
YOR314W,7.65839,11,12,0.51583
YOR321W,6.43207,72,66,2.26473
YPR029C,5.2608,114,91,0.57021
YOR111W,4.68939,39,26,1.16592
YOR378W,8.57635,25,29,2.0803
YOR204W,7.6701,65,66,0.95863
YPR176C,5.0274,45,32,1.75901
YGR062C,11.24518,10,36,1.33774
YOR026W,5.07098,44,36,1.10862
YPR181C,5.3858,81,61,0.89121
YEL024W,8.24017,22,24,1.0518
YMR110C,6.30011,62,58,0.87824
YOL065C,7.54938,40,41,1.60862
YFR032C,6.23431,34,32,0.55846
YHL038C,9.09088,75,89,1.12754
YJR041C,5.95844,143,124,0.83883
YLR010C,6.94916,20,20,0.64958
YOL129W,5.19574,14,11,1.70613
YPR113W,8.89435,14,19,1.69175
YPR183W,7.70148,28,29,1.01262
YOR103C,9.43231,6,13,0.24528
YLR085C,5.32916,60,45,1.2682
YPR148C,4.66852,95,60,0.67077
YNR012W,7.60492,57,58,0.8768
YLR270W,5.84991,47,40,1.55264
YOR242C,8.88348,48,55,1.21638
YFR055W,5.74738,41,34,1.26883
YGL125W,5.48187,74,57,1.60445
YMR187C,9.13214,31,48,2.11594
YOR009W,4.04449,37,12,0.47055
YPL102C,8.32269,8,10,1.29239
YPL114W,9.96075,3,11,0.59417
YPR136C,9.07965,9,15,0.58803
YMR188C,9.59088,35,45,0.16628
YPR056W,8.98944,35,44,0.57466
YLR413W,5.02179,53,38,0.75636
YDR077W,3.9809,30,8,0.45453
YPL024W,9.12323,28,34,0.85017
YGL239C,8.79803,7,10,0.04382
YLR376C,8.23846,29,31,1.12918
YPL122C,6.35919,62,59,0.88137
YDR442W,8.97955,9,15,0.66439
YGR006W,6.18658,33,30,1.04662
YNL293W,7.29742,85,85,1.30565
YOR298C-A,10.60504,15,31,0.51697
YPL095C,7.26605,51,51,1.49005
YNL041C,5.15009,127,103,0.51936
YNL185C,9.88239,11,22,0.27565
YKL188C,9.00861,100,115,0.77874
YNR051C,9.15338,72,84,0.48142
YER182W,9.75787,21,33,1.38604
YHR134W,8.8476,35,39,0.71196
YPL226W,5.60541,169,147,1.03916
YPL113C,6.76166,50,49,1.44302
YPL121C,5.96686,43,40,0.92873
YLR410W-B,8.34064,200,208,1.02194
YMR031W-A,9.06207,7,10,0.77367
YNR049C,10.02924,19,31,0.72632
YPL232W,5.16913,49,36,0.48496
YLR228C,6.09271,76,65,0.53615
YPL089C,9.32709,50,61,0.3807
YPL190C,4.39252,148,66,0.47547
YPR104C,5.60858,139,119,0.37777
YGL013C,6.49799,120,114,0.83856
YMR316W,8.93317,38,44,0.91177
YNL239W,8.91632,56,63,1.26464
YJR069C,5.44098,27,22,0.84077
YOR134W,7.02875,51,50,0.50134
YMR029C,5.09369,83,60,0.6516
YPL180W,7.8465,102,103,0.29434
YOL052C,5.37885,58,44,1.34777
YPL175W,6.78717,49,47,1.0391
YHL001W,10.93719,9,28,1.55846
YMR219W,4.39508,395,179,0.39236
YER183C,6.62775,27,25,0.68812
YNL210W,7.0069,32,32,0.35534
YNL295W,9.80304,59,94,0.9272
YOL116W,6.23236,42,38,0.93196
YOR028C,9.67194,28,40,0.32388
YPL057C,9.06464,41,52,1.92234
YOR303W,6.85895,38,37,0.97705
YFL002W-B,6.65265,41,38,1.07844
YDR454C,6.6275,26,26,0.70577
YER098W,7.06915,103,102,0.64643
YNL259C,8.58063,9,11,0.57417
YDR509W,10.09821,4,16,1.13777
YOR060C,9.55035,28,39,0.78815
YOL142W,5.55377,28,25,0.68892
YOR076C,7.61432,89,90,0.6701
YPR189W,5.22321,216,170,1.20859
YNL213C,10.32501,23,49,1.27978
YHR163W,5.31805,34,27,1.13158
YGR125W,7.01227,101,100,1.06506
YOR279C,9.04193,50,54,0.65124
YPL170W,4.65399,23,14,1.02701
YLR323C,9.11029,40,52,0.7125
YFL053W,5.58905,71,59,0.79715
YDR478W,9.66351,18,35,0.74
YER035W,10.14301,14,30,0.1932
YFL015C,9.91888,6,17,1.71266
YGR036C,8.73932,16,20,1.57276
YGL186C,8.92206,38,49,2.13609
YJL204C,5.60919,109,99,0.72771
YOL098C,4.92487,154,106,1.11271
YPR036W,5.94659,63,56,0.82266
YJR158W,8.24933,43,47,1.77989
YMR074C,4.78082,25,18,0.09326
YOR359W,8.84491,35,39,0.74684
YPR084W,6.64996,52,50,0.93185
YLR099C,9.18097,37,48,1.4939
YNL070W,8.24811,3,4,2.03497
YJL207C,5.49481,243,201,0.95569
YJL139C,5.13202,66,50,1.95818
YMR221C,6.65289,36,35,1.16889
YOR320C,8.46991,60,64,1.23678
YOR382W,7.94183,7,8,0.48687
YOL104C,7.55499,38,39,0.97025
YNR060W,9.26141,55,78,1.54278
YNL024C,5.84857,36,31,0.9442
YPL108W,8.2597,28,30,0.90421
YOR292C,5.55585,29,22,2.00582
YJL133W,8.58331,19,23,1.58647
YJL195C,4.94952,24,20,1.21173
YLR243W,4.39691,42,19,0.71951
YOR004W,10.05206,26,53,0.33211
YPL135C-A,5.98029,3,2,0.04168
YPR095C,6.85016,153,150,0.77838
YPR180W,5.01923,51,41,0.69208
YGL074C,9.40363,3,9,0.05435
YLR336C,5.72687,152,139,0.8785
YPL216W,7.03827,161,160,1.05266
YKR053C,7.59381,35,36,2.09034
YJL193W,9.55072,21,38,1.28884
YLL056C,6.66644,36,35,0.58947
YMR292W,10.59088,5,11,0.80944
YNL326C,7.87897,34,36,1.74119
YNR026C,6.28168,55,51,0.51805
YOL075C,6.56903,129,124,0.94357
YOR305W,9.53119,22,35,1.39061
YPL077C,6.45685,34,33,0.68841
YPL280W,7.01874,27,27,1.00327
YNR059W,8.66962,69,76,1.5331
YPR005C,8.95746,31,38,0.5195
YFL031W,4.97211,38,27,0.5382
YOR031W,6.6546,10,10,0.32439
YLL046C,9.9118,31,55,0.21517
YLR173W,4.82367,82,52,1.29006
YNR056C,7.07208,35,35,1.39642
YPL092W,8.73334,26,33,2.07386
YNL218W,8.58063,79,85,0.79535
YIL135C,9.21027,36,41,0.34435
YLR466W,6.82721,170,167,1.19333
YPL125W,5.13641,132,100,1.21977
YNR074C,6.96796,43,43,0.8159
YMR211W,5.14252,72,51,1.55049
YGR169C,8.63385,52,57,1.201
YMR010W,5.61603,40,35,1.64875
YPR011C,9.56146,21,34,1.55864
YML094W,8.83746,19,22,0.41268
YGR107W,10.367,4,21,1.34403
YPR185W,6.53217,83,78,0.80823
YMR299C,5.02985,51,36,1.51435
YKL063C,9.40424,23,31,0.47702
YPL244C,9.76422,15,35,1.74694
YHR080C,8.74677,166,176,0.70618
YLR250W,4.97833,52,28,0.87764
YNL220W,8.14801,55,57,1.1329
YIL136W,8.55145,71,74,1.56797
YOL039W,3.98492,24,7,0.27732
YJR130C,5.75153,85,75,0.82253
YOR138C,4.61835,108,61,0.85602
YOR345C,9.0224,8,12,1.66849
YJL120W,9.38678,6,12,2.76893
YOR349W,8.5257,95,104,0.87328
YOR274W,9.09613,59,71,1.53665
YMR089C,7.22015,125,125,0.75492
YPR065W,9.88373,22,40,0.82175
YOR371C,6.20477,110,100,0.88311
YFR038W,5.92303,120,110,0.75605
YHL005C,7.67621,10,11,1.38868
YHR116W,7.57623,20,21,1.43842
YJL142C,10.25507,3,14,0.59654
YJR148W,6.91229,41,41,1.54045
YKL051W,6.82098,25,24,2.59576
YLL065W,9.57367,1,9,1.02212
YML082W,5.22736,100,75,1.00562
YMR039C,5.52765,61,55,0.31509
YMR114C,7.55389,63,64,1.61698
YNL073W,9.01666,66,78,0.80035
YNL211C,10.36115,9,20,1.73269
YNL235C,7.08063,10,10,0.74043
YNL301C,11.70551,11,41,0.151
YNR024W,9.28583,35,42,0.54204
YOL022C,4.78815,71,50,0.73956
YOL042W,8.35126,41,44,1.6014
YOR072W,9.61005,6,14,1.23063
YOR143C,5.92365,41,37,1.04764
YOR334W,9.42426,47,65,1.0625
YOR336W,5.02448,194,142,0.98945
YPL053C,5.32001,65,52,1.79742
YPL098C,9.7276,6,11,1.27285
YNL146W,9.86627,7,11,0.12535
YOR070C,6.71332,73,70,1.3687
YGR206W,8.43451,13,15,1.57301
YNL142W,6.19427,32,28,2.25337
YOR059C,9.09662,45,55,1.29694
YPL205C,9.8902,5,17,1.5771
YKR079C,5.55768,124,98,0.8697
YMR165C,4.84686,140,98,0.5442
YOR392W,8.87067,13,19,0.83068
YPL073C,9.05756,16,21,0.28233
YPL201C,5.65692,52,40,1.00023
YOR333C,6.50848,18,17,0.74568
YPL172C,9.87762,23,51,1.88247
YPL212C,8.22662,87,90,0.86761
YPR125W,9.35175,60,74,0.77798
YPL032C,8.79547,73,79,0.40953
YPL257W,9.05585,15,19,1.53941
YGL039W,5.67853,43,38,0.69435
YGL110C,6.51227,100,96,0.98824
YGR293C,9.48553,7,16,0.81061
YIL044C,9.46002,21,32,1.08999
YKR073C,8.44989,6,8,0.74996
YOR189W,4.80292,25,19,1.06782
YOR222W,9.71832,22,41,1.07318
YOR246C,8.56024,30,34,1.75368
YOR258W,8.48004,30,33,1.06981
YOR263C,9.00177,8,12,1.04815
YOR300W,10.45404,6,24,1.43947
YOR318C,5.47589,12,9,1.22425
YOR387C,4.28363,15,6,1.00182
YPL229W,5.89948,15,13,0.40048
YPR046W,5.52728,28,21,0.61264
YPR134W,5.39606,38,31,1.0224
YPR137C-B,8.3692,191,199,0.95188
YPR149W,9.54572,5,12,0.71572
YJL135W,10.06952,5,18,0.95648
YMR038C,6.22906,29,27,1.16412
YOR383C,4.18976,17,5,1.13229
YPL238C,5.09601,7,6,0.00912
YGL065C,5.8952,59,52,1.31791
YPR001W,8.79352,43,49,0.9618
YHL008C,7.32135,68,68,0.70311
YOL127W,10.11127,11,29,0.75647
YIL029C,9.98175,3,16,2.31694
YLR269C,9.71234,8,17,1.29718
YOR219C,5.62323,118,97,1.44638
YPL272C,5.6485,66,53,0.85833
YGR257C,9.4798,27,42,1.53436
YHR143W,4.37433,20,11,0.5388
YKL055C,9.09601,25,33,1.43553
YER176W,9.44647,129,177,0.6515
YKR018C,5.04816,120,88,0.90083
YMR171C,4.65948,86,49,1.031
YOR018W,8.88422,83,91,0.56769
YOR385W,8.94855,33,40,0.97084
YPR173C,5.1225,70,58,0.83306
YLR420W,6.06989,45,39,0.79751
YHR100C,8.87238,19,23,1.3748
YOR227W,8.98285,149,166,0.52249
YPL137C,7.09137,150,149,0.472
YIL056W,9.09589,54,64,0.37959
YPL090C,10.44452,29,56,0.2806
YKL034W,6.10297,73,63,1.56864
YJL170C,5.56268,30,24,2.111
YOR121C,9.98529,7,13,1.61014
YLR389C,6.27106,125,114,1.03494
YLR167W,9.8819,15,33,0.54833
YNL255C,8.18976,17,21,0.67618
YPL071C,6.20099,27,25,1.98351
YOR142W,8.5899,32,35,0.2659
YIL028W,9.60126,8,14,1.52726
YKL124W,5.05341,85,64,0.63803
YJL125C,7.23492,54,54,1.01641
YNL013C,10.44684,5,16,0.50024
YPL059W,4.84869,24,18,0.69162
YPR057W,6.17096,52,47,1.42075
YJR051W,9.06293,52,60,0.53129
YLR068W,10.25104,25,50,0.32765
YLR060W,5.52631,87,71,0.7193
YOR265W,4.98688,24,19,0.60183
YIL138C,4.49567,46,26,0.81681
YLR349W,9.23297,7,15,1.08778
YMR266W,8.73785,87,96,1.447
YKL026C,8.66937,19,23,0.85607
YNL316C,5.77899,41,33,1.10844
YOR366W,9.44366,11,18,0.7994
YOR071C,7.81854,38,40,2.37459
YOR092W,8.42511,53,57,1.05103
YLR415C,10.50214,3,13,1.27335
YLR178C,6.06708,25,22,1.17707
YIL064W,4.95416,37,29,1.14346
YOR147W,9.30646,60,75,1.1193
YPL179W,9.35626,52,71,0.94921
YLR395C,10.41559,2,13,0.52995
YPL219W,4.6651,83,50,0.30696
YOR010C,4.0473,23,8,0.52583
YJL212C,8.96027,54,68,2.30913
YNL242W,5.62067,202,172,0.66377
YNL065W,9.03522,43,57,1.35025
YOL107W,9.41681,24,33,1.21472
YOR247W,4.26837,12,4,1.22711
YPR097W,5.53583,161,137,0.77245
YMR076C,5.89545,181,163,0.85011
YOR032C,6.01837,51,44,0.47012
YOR093C,8.74738,170,192,0.86386
YPR042C,8.94391,76,89,0.77109
YPR069C,5.33356,43,31,1.3768
YML127W,7.93585,63,65,0.72014
YNR025C,8.66193,4,6,1.47103
YKR067W,9.51605,73,102,0.75594
YNL328C,9.98981,15,25,0.69563
YPL144W,7.71735,17,18,0.80402
YNL231C,7.72992,53,54,1.29245
YNL087W,8.65131,142,152,1.1102
YPL025C,8.56464,18,21,1.1985
YMR011W,8.60577,38,44,1.53969
YJL134W,9.14581,29,43,1.95024
YOL080C,9.84821,34,55,0.77718
YIR004W,5.11969,82,65,0.4558
YJL182C,10.22443,4,17,1.39622
YJL190C,9.94489,11,20,0.79209
YLR308W,5.1181,42,25,1.74882
YOR220W,6.91046,27,27,0.34934
YHR036W,4.76837,74,44,0.91993
YOR364W,10.48163,6,21,0.4373
YPL270W,9.18524,74,91,0.39578
YJL222W-B,5.57294,5,4,2.64837
YMR227C,4.49579,165,86,0.46666
YJL114W,5.87213,64,59,0.51536
YML110C,6.11859,41,38,0.96269
YNL224C,5.47296,135,112,0.66861
YJL032W,9.99359,2,13,1.10685
YML133C,8.31512,172,180,1.02725
YMR202W,5.53754,21,14,1.51073
YNR028W,6.52203,42,40,0.60408
YOR162C,8.44806,93,100,1.10483
YOR289W,8.49664,32,35,1.38768
YOR377W,6.50751,64,60,1.40116
YPL064C,5.79694,56,53,1.01212
YKR058W,4.24896,114,45,1.0247
YNL181W,9.36761,47,61,1.58067
YOL105C,5.73724,34,29,0.78097
YIL052C,10.83929,7,32,0.36435
YIL057C,6.86664,30,29,0.68647
YOR384W,8.82965,71,82,2.08814
YPL188W,9.06488,40,47,0.77649
YGR138C,6.62323,48,47,1.67715
YMR209C,7.22565,54,54,1.09139
YPL106C,5.12091,118,91,0.65837
YGR231C,9.91925,31,44,0.46663
YLL029W,6.40326,96,90,1.15704
YJL178C,5.54865,36,32,1.50525
YJL211C,8.45575,13,16,0.82926
YOR298W,9.20563,56,68,1.29595
YMR023C,7.58929,63,64,0.41353
YNL063W,9.48248,29,44,1.44632
YPL166W,5.05597,36,27,0.9744
YPR085C,7.12323,52,52,1.14393
YOR048C,6.37311,137,130,1.21476
YMR183C,4.8006,51,34,0.40865
YLR460C,6.72162,43,42,0.92057
YIL082W,8.80426,36,41,1.03023
YKL084W,6.20294,14,11,1.48711
YOR118W,5.88348,70,61,0.89573
YPL251W,9.91193,8,14,1.73847
YLR257W,4.81708,64,45,0.33461
YJL086C,10.01398,6,15,0.93263
YPL060W,8.83185,51,56,0.50454
YJL129C,8.6369,155,164,1.0965
YJL202C,8.70477,6,9,0.81865
YKL149C,7.71307,53,54,2.0317
YNL081C,10.42816,8,25,0.97708
YNL138W-A,9.84479,10,16,1.29148
YNL003C,9.67255,17,30,1.43071
YNL131W,3.97443,31,11,0.32757
YGR251W,9.67889,32,45,0.37993
YKL170W,9.86591,10,24,0.15868
YNL241C,5.92035,75,68,1.02424
YJL213W,6.60614,38,37,0.48782
YPR143W,5.62274,58,53,0.10563
YOL151W,5.77899,49,42,0.67961
YPR045C,9.0965,46,58,0.75039
YPR133C,6.96649,69,69,0.46504
YPR083W,5.27045,80,60,0.70307
YMR008C,4.51715,69,41,1.4084
YNL011C,5.62701,59,43,0.67398
YLR149C,5.91412,83,70,1.12236
YOL024W,7.69684,22,23,0.5373
YOR113W,6.91888,88,86,0.28971
YIL121W,9.26202,35,53,1.08484
YNL219C,8.85138,36,45,2.03219
YMR260C,4.69489,37,25,0.58618
YGR177C,5.57062,71,56,1.16596
YOL103W,8.52765,47,52,1.0958
YPL177C,9.37189,29,39,0.93022
YLR283W,7.59784,43,44,0.378
YPL101W,9.45197,52,63,0.61382
YKL177W,9.54938,4,11,0.28321
YLL060C,8.70538,28,31,1.20163
YML120C,9.43048,51,65,0.85276
YNL164C,4.85248,65,39,0.59677
YOR184W,6.08234,49,43,0.83485
YPL056C,9.82599,4,11,0.05516
YKL167C,9.37921,16,21,0.63013
YKR006C,9.00531,36,42,0.95124
YPL183W-A,11.28424,1,19,0.46458
YNR045W,9.13507,58,69,1.34648
YOR389W,4.97821,88,60,1.37852
YNL045W,6.11298,85,75,1.37708
YOR225W,9.81012,6,16,1.06006
YNR036C,11.17645,6,29,0.707
YMR150C,7.00372,18,18,1.78725
YOR073W,9.25958,78,90,0.24758
YOR124C,5.07892,196,147,0.8952
YOR302W,5.93585,2,1,2.88834
YPR021C,8.07892,112,115,0.76776
YKR009C,9.05499,90,105,1.00261
YMR189W,6.82526,109,105,0.70149
YNR005C,7.81866,8,9,0.49164
YNR006W,5.18353,103,80,0.57149
YOR067C,9.52386,35,59,1.88041
YMR158W,9.65143,12,23,0.69174
YLR046C,9.48761,16,24,1.32948
YOR350C,8.90143,76,86,1.02047
YOR107W,8.69672,36,41,0.60613
YPR163C,5.17145,79,69,1.40041
YNL329C,5.44916,121,102,0.73371
YKR035C,4.72772,13,10,0.68227
YOL099C,4.25836,21,11,0.721
YMR069W,8.31989,33,36,1.06623
YPR004C,8.7215,35,40,0.49372
YPR052C,9.76215,14,22,1.0609
YPR188C,4.34711,35,16,0.45788
YIL088C,5.13556,37,28,1.1041
YLR346C,9.19879,11,15,1.38529
YPR047W,8.04779,66,68,1.42445
YLR164W,9.45416,10,17,1.17033
YLR344W,10.57269,12,30,0.31405
YPR203W,9.15875,11,16,0.54905
YNL192W,5.85114,125,109,1.31964
YLR356W,6.40094,13,12,0.45661
YOL088C,6.12897,42,39,1.21571
YNL136W,5.14862,101,79,0.6893
YLR365W,10.90045,4,20,0.25455
YPL241C,6.60553,37,36,0.32776
YPR145W,5.73077,83,68,1.48745
YIR021W,8.90656,42,50,0.84876
YKR032W,8.23041,6,8,2.46988
YLL054C,6.10858,103,93,0.87845
YLR112W,10.69867,4,19,1.01892
YLR461W,5.52887,10,8,1.23579
YML131W,8.17291,40,42,1.28216
YOL002C,9.02704,23,32,1.70832
YOR175C,9.51605,58,87,1.72117
YPL063W,6.75763,73,72,1.1691
YPL277C,5.41168,65,52,1.18488
YJR008W,6.35309,38,34,1.53529
YPL171C,5.40192,52,41,1.71483
YMR152W,7.63287,44,45,1.52834
YJL131C,9.89825,46,75,0.68849
YOR316C,5.81317,44,28,0.92442
YLR448W,10.0777,18,36,0.64795
YNL193W,4.73175,83,52,0.84548
YLR132C,6.45844,33,31,1.00834
YJR122W,7.69916,60,61,1.02674
YKR044W,6.40472,52,48,1.20095
YNL212W,4.9649,133,104,1.08172
YIL091C,5.93634,122,110,0.75634
YLR185W,11.63678,0,22,1.06293
YOR065W,8.21844,33,35,1.59628
YLR075W,10.03387,23,44,0.98222
YMR142C,11.07745,21,46,0.44263
YNL034W,6.38397,66,60,1.10872
YOR360C,6.13763,63,52,1.06141
YMR222C,4.68451,25,12,1.12154
YOR352W,4.85968,53,35,0.78601
YOR295W,8.86212,37,41,0.39358
YPL037C,6.0976,22,20,0.08754
YPL231W,5.31708,258,209,0.91421
YNL245C,9.69672,26,38,1.02925
