Protein,Priority Fun_GO,Orthologous,Sub_cell,.1B,.2B,.3B,.4B,.5B,.6B,.7B,.8B,.9B,.1A,.2A,.3A,.4A,.5A,.6A,.7A,.8A,.9A
YPL067C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YER007C-A,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YEL053C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YPL280W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL259C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR054C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YEL003W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YHL029C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR257W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR333C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDL238C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YKR084C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL172C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR370C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR412W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YER175C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YBR194W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDL103C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR380W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR289W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YCL020W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YDR261W-A,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YKL191W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR406C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YFL002W-B,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YIL103W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YNL316C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR387C,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YLR388W,0.143518519,0,0.358223524,0.322401172,0.286578819,0.250756467,0.214934114,0.179111762,0.14328941,0.107467057,0.071644705,0.035822352,0.046591969,0.057361586,0.068131202,0.078900819,0.089670436,0.100440052,0.111209669,0.121979286,0.132748902
YMR058W,0.143518519,0.034562748,0.047096144,0.045842804,0.044589465,0.043336125,0.042082786,0.040829446,0.039576106,0.038322767,0.037069427,0.035816088,0.046586331,0.057356574,0.068126817,0.07889706,0.089667303,0.100437546,0.11120779,0.121978033,0.132748276
YOR093C,0.143518519,0.039192227,0,0.003919223,0.007838445,0.011757668,0.015676891,0.019596114,0.023515336,0.027434559,0.031353782,0.035273004,0.046097556,0.056922107,0.067746659,0.07857121,0.089395762,0.100220313,0.111044865,0.121869416,0.132693968
YGR123C,0.134259259,0.036701365,0.39238653,0.356818014,0.321249497,0.285680981,0.250112464,0.214543948,0.178975431,0.143406915,0.107838398,0.072269882,0.078468819,0.084667757,0.090866695,0.097065633,0.10326457,0.109463508,0.115662446,0.121861384,0.128060321
YFR024C-A,0.134259259,0.040261237,0.358223524,0.326427295,0.294631067,0.262834838,0.231038609,0.199242381,0.167446152,0.135649923,0.103853694,0.072057466,0.078277645,0.084497824,0.090718004,0.096938183,0.103158362,0.109378542,0.115598721,0.1218189,0.12803908
YDR164C,0.143518519,0.038899131,0,0.003889913,0.007779826,0.011669739,0.015559652,0.019449566,0.023339479,0.027229392,0.031119305,0.035009218,0.045860148,0.056711078,0.067562008,0.078412938,0.089263868,0.100114799,0.110965729,0.121816659,0.132667589
YDR141C,0.143518519,0.023818671,0.128843338,0.118340871,0.107838405,0.097335938,0.086833471,0.076331005,0.065828538,0.055326071,0.044823604,0.034321138,0.045240876,0.056160614,0.067080352,0.07800009,0.088919828,0.099839566,0.110759305,0.121679043,0.132598781
YCR027C,0.143518519,0.023818671,0.128843338,0.118340871,0.107838405,0.097335938,0.086833471,0.076331005,0.065828538,0.055326071,0.044823604,0.034321138,0.045240876,0.056160614,0.067080352,0.07800009,0.088919828,0.099839566,0.110759305,0.121679043,0.132598781
YNL106C,0.134259259,0.039377641,0.358223524,0.326338936,0.294454347,0.262569759,0.230685171,0.198800583,0.166915994,0.135031406,0.103146818,0.071262229,0.077561932,0.083861635,0.090161338,0.096461041,0.102760744,0.109060447,0.11536015,0.121659853,0.127959556
YNL323W,0.143518519,0.032498944,0.047096144,0.045636424,0.044176704,0.042716984,0.041257264,0.039797544,0.038337824,0.036878104,0.035418384,0.033958664,0.04491465,0.055870635,0.066826621,0.077782606,0.088738592,0.099694577,0.110650563,0.121606548,0.132562534
YPR066W,0.143518519,0.037592267,0,0.003759227,0.007518453,0.01127768,0.015036907,0.018796134,0.02255536,0.026314587,0.030073814,0.03383304,0.044801588,0.055770136,0.066738684,0.077707232,0.08867578,0.099644328,0.110612875,0.121581423,0.132549971
YHR196W,0.134259259,0.035101199,0.39238653,0.356657997,0.320929464,0.285200931,0.249472398,0.213743865,0.178015331,0.142286798,0.106558265,0.070829732,0.077172685,0.083515637,0.08985859,0.096201543,0.102544496,0.108887448,0.115230401,0.121573354,0.127916306
YPR036W,0.143518519,0.023818671,0.122986823,0.113070008,0.103153193,0.093236377,0.083319562,0.073402747,0.063485932,0.053569117,0.043652301,0.033735486,0.044713789,0.055692093,0.066670396,0.077648699,0.088627003,0.099605306,0.110583609,0.121561912,0.132540216
YMR267W,0.143518519,0.037405954,0,0.003740595,0.007481191,0.011221786,0.014962382,0.018702977,0.022443572,0.026184168,0.029924763,0.033665359,0.044650675,0.055635991,0.066621307,0.077606623,0.088591939,0.099577255,0.110562571,0.121547887,0.132533203
YDR129C,0.134259259,0.078552542,0,0.007855254,0.015710508,0.023565763,0.031421017,0.039276271,0.047131525,0.054986779,0.062842034,0.070697288,0.077053485,0.083409682,0.089765879,0.096122076,0.102478273,0.108834471,0.115190668,0.121546865,0.127903062
YNL090W,0.134259259,0.033500163,0.405319668,0.368137718,0.330955767,0.293773817,0.256591866,0.219409916,0.182227965,0.145046015,0.107864064,0.070682114,0.077039828,0.083397543,0.089755257,0.096112972,0.102470686,0.108828401,0.115186115,0.12154383,0.127901544
YCR028C,0.143518519,0.032098981,0.047096144,0.045596428,0.044096711,0.042596995,0.041097279,0.039597563,0.038097846,0.03659813,0.035098414,0.033598697,0.044590679,0.055582662,0.066574644,0.077566626,0.088558608,0.09955059,0.110542572,0.121534555,0.132526537
YHL021C,0.143518519,0.03719628,0,0.003719628,0.007439256,0.011158884,0.014878512,0.01859814,0.022317768,0.026037396,0.029757024,0.033476652,0.044480839,0.055485025,0.066489212,0.077493399,0.088497586,0.099501772,0.110505959,0.121510146,0.132514332
YOL095C,0.143518519,0.027872913,0.081747194,0.076359766,0.070972338,0.06558491,0.060197482,0.054810054,0.049422625,0.044035197,0.038647769,0.033260341,0.044286159,0.055311977,0.066337794,0.077363612,0.08838943,0.099415248,0.110441066,0.121466883,0.132492701
YDR076W,0.134259259,0.034457153,0.39238653,0.356593592,0.320800655,0.285007717,0.249214779,0.213421842,0.177628904,0.141835966,0.106043028,0.070250091,0.076651008,0.083051924,0.089452841,0.095853758,0.102254675,0.108655592,0.115056509,0.121457425,0.127858342
YGL040C,0.143518519,0.036863486,0,0.003686349,0.007372697,0.011059046,0.014745394,0.018431743,0.022118092,0.02580444,0.029490789,0.033177137,0.044211276,0.055245414,0.066279552,0.07731369,0.088347828,0.099381966,0.110416105,0.121450243,0.132484381
YIL074C,0.143518519,0.036610179,0,0.003661018,0.007322036,0.010983054,0.014644072,0.01830509,0.021966107,0.025627125,0.029288143,0.032949161,0.044006097,0.055063033,0.066119968,0.077176904,0.08823384,0.099290776,0.110347712,0.121404647,0.132461583
YCL043C,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YCR094W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YML048W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YDR331W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YBR036C,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YKL212W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YDR297W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YDR307W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YPL274W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YMR200W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YDL232W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YLR056W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YMR264W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YLL031C,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YLR207W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YML029W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YAL053W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YIL023C,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YDL093W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YOR092W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
YPL175W,0.143518519,0.023818671,0.103953148,0.0959397,0.087926253,0.079912805,0.071899357,0.06388591,0.055872462,0.047859014,0.039845566,0.031832119,0.043000759,0.054169399,0.065338039,0.076506679,0.087675319,0.098843959,0.110012599,0.121181239,0.132349879
