Proteins,Ortho(O),Fun_Go(F),Sub_cell(S),O*F,F*S,O*S,O*F*S,"larg(O,F,S)"
YJR037W,0,0.143518519,0,0,0,0,0,0.143518519
YJR038C,0,0.143518519,0,0,0,0,0,0.143518519
YJR040W,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YJR042W,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YJR043C,0.047637342,0.143518519,0.39238653,0.006836841,0.056314734,0.018692251,0.002682684,0.39238653
YJR045C,0,0.055555556,0.39238653,0,0.021799252,0,0,0.39238653
YJR048W,0,0.143518519,0,0,0,0,0,0.143518519
YJR049C,0,0.143518519,0,0,0,0,0,0.143518519
YJR050W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR052W,0,0.134259259,0,0,0,0,0,0.134259259
YJR053W,0.102102527,0.134259259,0.358223524,0.01370821,0.048094825,0.036575527,0.004910603,0.358223524
YJR055W,0,0.143518519,0,0,0,0,0,0.143518519
YJR056C,0,0.143518519,0,0,0,0,0,0.143518519
YJR057W,0.05855927,0.143518519,0,0.00840434,0,0,0,0.143518519
YJR058C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YJR059W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR060W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR061W,0,0.143518519,0,0,0,0,0,0.143518519
YJR062C,0.156755127,0.134259259,0,0.021045827,0,0,0,0.156755127
YJR063W,0.035836027,0.143518519,0.39238653,0.005143134,0.056314734,0.014061574,0.002018096,0.39238653
YJR064W,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YJR065C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR066W,0,0.143518519,0.679355783,0,0.097500136,0,0,0.679355783
YJR067C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR068W,0.153083699,0.013888889,0.39238653,0.002126163,0.005449813,0.060067981,0.000834278,0.39238653
YJR070C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR072C,0,0.134259259,0.358223524,0,0.048094825,0,0,0.358223524
YJR074W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR075W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YJR076C,0.040722244,0.013888889,0.017325525,0.000565587,0.000240632,0.000705534,9.79909E-06,0.040722244
YJR077C,0,0.273148148,0,0,0,0,0,0.273148148
YJR079W,0,0.143518519,0,0,0,0,0,0.143518519
YJR080C,0,0.143518519,0,0,0,0,0,0.143518519
YJR082C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR083C,0,0.143518519,0,0,0,0,0,0.143518519
YJR084W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR086W,0,0.143518519,0,0,0,0,0,0.143518519
YJR087W,0,0.143518519,0,0,0,0,0,0.143518519
YJR089W,0,0.143518519,0,0,0,0,0,0.143518519
YJR090C,0,0.013888889,0,0,0,0,0,0.013888889
YJR091C,0.177965917,0.013888889,0,0.002471749,0,0,0,0.177965917
YJR092W,0,0.143518519,0.017325525,0,0.002486534,0,0,0.143518519
YJR093C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR094C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR097W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR098C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR099W,0,0.143518519,0,0,0,0,0,0.143518519
YJR100C,0,0.143518519,0,0,0,0,0,0.143518519
YJR102C,0,0.143518519,0.543923865,0,0.078063148,0,0,0.543923865
YJR103W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR104C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR105W,0,0.143518519,0,0,0,0,0,0.143518519
YJR109C,0.098915361,0.134259259,0.358223524,0.013280303,0.048094825,0.035433809,0.004757317,0.358223524
YJR110W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR112W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR113C,0.06389723,0.143518519,0,0.009170436,0,0,0,0.143518519
YJR116W,0,0.143518519,0,0,0,0,0,0.143518519
YJR117W,0.081656073,0.143518519,0.103953148,0.011719159,0.014919202,0.008488406,0.001218243,0.143518519
YJR119C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YJR120W,0,0.143518519,0,0,0,0,0,0.143518519
YJR121W,0.155518978,0.185185185,0.081747194,0.028799811,0.015138369,0.01271324,0.002354304,0.185185185
YJR125C,0,0.143518519,0.59102001,0,0.084822317,0,0,0.59102001
YJR127C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR131W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YJR132W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YJR133W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR134C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YJR135C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR135W-A,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YJR136C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR138W,0,0.143518519,0.122986823,0,0.017650887,0,0,0.143518519
YJR139C,0,0.143518519,0,0,0,0,0,0.143518519
YJR140C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YJR141W,0,0.143518519,0,0,0,0,0,0.143518519
YJR144W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YJR146W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YJR152W,0,0.143518519,0,0,0,0,0,0.143518519
YJR154W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YJR157W,0,0.143518519,0,0,0,0,0,0.143518519
YJR159W,0,0.143518519,0,0,0,0,0,0.143518519
YJR162C,0,0.143518519,0,0,0,0,0,0.143518519
YKL001C,0,0.143518519,0,0,0,0,0,0.143518519
YKL002W,0.023818671,0.143518519,0.543923865,0.00341842,0.078063148,0.012955544,0.00185936,0.543923865
YKL004W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YKL006C-A,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YKL007W,0,0.143518519,0,0,0,0,0,0.143518519
YKL008C,0.125293959,0.143518519,0.103953148,0.017982003,0.014919202,0.013024701,0.001869286,0.143518519
YKL009W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL010C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKL011C,0,0.143518519,0,0,0,0,0,0.143518519
YKL012W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL013C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL014C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL016C,0,0.143518519,0,0,0,0,0,0.143518519
YKL017C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL018W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL019W,0,0.143518519,0,0,0,0,0,0.143518519
YKL020C,0,0.143518519,0,0,0,0,0,0.143518519
YKL021C,0,0.143518519,0.474133724,0,0.06804697,0,0,0.474133724
YKL022C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL023W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL024C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL025C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL028W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL029C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKL035W,0.058537411,0.013888889,0,0.00081302,0,0,0,0.058537411
YKL036C,0,0.143518519,0,0,0,0,0,0.143518519
YKL038W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL042W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL044W,0,0.143518519,0,0,0,0,0,0.143518519
YKL045W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKL047W,0,0.143518519,0,0,0,0,0,0.143518519
YKL048C,0,0.143518519,0,0,0,0,0,0.143518519
YKL049C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL050C,0,0.143518519,0,0,0,0,0,0.143518519
YKL052C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL054C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL056C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL057C,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YKL058W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL059C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL060C,0.158689998,0.074074074,0,0.011754815,0,0,0,0.158689998
YKL061W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YKL062W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL064W,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKL065C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YKL067W,0.102854713,0.143518519,0.358223524,0.014761556,0.05141171,0.036844978,0.005287937,0.358223524
YKL068W,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YKL069W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL072W,0,0.143518519,0,0,0,0,0,0.143518519
YKL073W,0.039412825,0.143518519,0.103953148,0.00565647,0.014919202,0.004097087,0.000588008,0.143518519
YKL074C,0,0.143518519,0,0,0,0,0,0.143518519
YKL075C,0,0.143518519,0,0,0,0,0,0.143518519
YKL078W,0.082642228,0.134259259,0.39238653,0.011095484,0.052681525,0.032427697,0.004353719,0.39238653
YKL079W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL080W,0,0.143518519,0.122986823,0,0.017650887,0,0,0.143518519
YKL081W,0.072875326,0.013888889,0.358223524,0.001012157,0.004975327,0.026105656,0.000362579,0.358223524
YKL082C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL085W,0.185997698,0.134259259,0,0.024971913,0,0,0,0.185997698
YKL086W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL087C,0,0.143518519,0,0,0,0,0,0.143518519
YKL088W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL090W,0,0.143518519,0,0,0,0,0,0.143518519
YKL092C,0,0.143518519,0,0,0,0,0,0.143518519
YKL093W,0,0.143518519,0,0,0,0,0,0.143518519
YKL095W,0.045577505,0.134259259,0.39238653,0.006119202,0.052681525,0.017883999,0.002401092,0.39238653
YKL098W,0,0.143518519,0,0,0,0,0,0.143518519
YKL101W,0,0.143518519,0.017325525,0,0.002486534,0,0,0.143518519
YKL103C,0.066942196,0.013888889,0.045876037,0.000929753,0.000637167,0.003071043,4.26534E-05,0.066942196
YKL104C,0.217101842,0.074074074,0,0.016081618,0,0,0,0.217101842
YKL106W,0,0.143518519,0,0,0,0,0,0.143518519
YKL107W,0,0.143518519,0,0,0,0,0,0.143518519
YKL108W,0,0.134259259,0.39238653,0,0.052681525,0,0,0.39238653
YKL109W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL110C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL112W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YKL113C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL114C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL116C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL117W,0.035024145,0.143518519,0,0.005026613,0,0,0,0.143518519
YKL119C,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YKL120W,0,0.143518519,0,0,0,0,0,0.143518519
YKL122C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL125W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL126W,0,0.143518519,0.49170327,0,0.070568525,0,0,0.49170327
YKL127W,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YKL129C,0.04721947,0.134259259,0.358223524,0.006339651,0.048094825,0.016915125,0.002271012,0.358223524
YKL130C,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YKL133C,0,0.143518519,0,0,0,0,0,0.143518519
YKL134C,0.029563434,0.143518519,0,0.0042429,0,0,0,0.143518519
YKL135C,0,0.143518519,0.487066862,0,0.069903115,0,0,0.487066862
YKL137W,0,0.143518519,0.081747194,0,0.011732236,0,0,0.143518519
YKL139W,0.111760159,0.134259259,0.750610054,0.015004836,0.10077635,0.083888299,0.011262781,0.750610054
YKL140W,0,0.143518519,0,0,0,0,0,0.143518519
YKL142W,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YKL143W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL144C,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YKL145W,0.023818671,0.134259259,0.750610054,0.003197877,0.10077635,0.017878534,0.002400359,0.750610054
YKL146W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YKL147C,0,0.143518519,0,0,0,0,0,0.143518519
YKL150W,0,0.143518519,0,0,0,0,0,0.143518519
YKL152C,0.197148309,0.018518519,0.439970717,0.003650895,0.008147606,0.086739483,0.001606287,0.439970717
YKL153W,0,0.143518519,0,0,0,0,0,0.143518519
YKL154W,0.061213067,0.143518519,0.103953148,0.008785209,0.014919202,0.006363291,0.00091325,0.143518519
YKL157W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL159C,0,0.143518519,0,0,0,0,0,0.143518519
YKL161C,0,0.134259259,0,0,0,0,0,0.134259259
YKL163W,0,0.143518519,0,0,0,0,0,0.143518519
YKL164C,0,0.143518519,0,0,0,0,0,0.143518519
YKL165C,0,0.143518519,0.192288921,0,0.027597021,0,0,0.192288921
YKL166C,0.071566797,0.013888889,0,0.000993983,0,0,0,0.071566797
YKL168C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL171W,0.105021619,0.143518519,0.358223524,0.015072547,0.05141171,0.037621214,0.005399341,0.358223524
YKL172W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL173W,0.296447279,0.143518519,0.39238653,0.042545674,0.056314734,0.116321919,0.01669435,0.39238653
YKL174C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YKL175W,0.043943379,0.143518519,0.041239629,0.006306689,0.00591865,0.001812209,0.000260086,0.143518519
YKL176C,0,0.143518519,0,0,0,0,0,0.143518519
YKL178C,0,0.143518519,0,0,0,0,0,0.143518519
YKL179C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YKL180W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL181W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL182W,0.068321977,0.134259259,0,0.009172858,0,0,0,0.134259259
YKL183W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YKL186C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL189W,0,0.134259259,0,0,0,0,0,0.134259259
YKL190W,0,0.143518519,0,0,0,0,0,0.143518519
YKL192C,0,0.143518519,0,0,0,0,0,0.143518519
YKL193C,0.095587401,0.013888889,0.39238653,0.001327603,0.005449813,0.037507209,0.000520933,0.39238653
YKL194C,0,0.143518519,0,0,0,0,0,0.143518519
YKL196C,0,0.143518519,0.405319668,0,0.058170878,0,0,0.405319668
YKL197C,0,0.143518519,0.453391898,0,0.065070134,0,0,0.453391898
YKL198C,0.040785395,0.143518519,0,0.005853459,0,0,0,0.143518519
YKL201C,0,0.143518519,0,0,0,0,0,0.143518519
YKL203C,0,0.143518519,0.679355783,0,0.097500136,0,0,0.679355783
YKL204W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL205W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKL206C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL208W,0,0.143518519,0,0,0,0,0,0.143518519
YKL209C,0,0.143518519,0,0,0,0,0,0.143518519
YKL210W,0.122706018,0.134259259,0.750610054,0.016474419,0.10077635,0.092104371,0.012365865,0.750610054
YKL211C,0.045762613,0.143518519,0,0.006567782,0,0,0,0.143518519
YKL212W,0.023818671,0.143518519,0.103953148,0.00341842,0.014919202,0.002476026,0.000355356,0.143518519
YKL213C,0,0.143518519,0.936310395,0,0.134377881,0,0,0.936310395
YKL214C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKL215C,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YKL216W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKL218C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKL219W,0,0.143518519,0,0,0,0,0,0.143518519
YKL221W,0,0.143518519,0,0,0,0,0,0.143518519
YKL224C,0,0.143518519,0,0,0,0,0,0.143518519
YKR001C,0.03679574,0.143518519,0.358223524,0.00528087,0.05141171,0.0131811,0.001891732,0.358223524
YKR002W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YKR005C,0,0.143518519,0,0,0,0,0,0.143518519
YKR007W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YKR010C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR014C,0,0.143518519,0.509272816,0,0.07309008,0,0,0.509272816
YKR016W,0,0.143518519,0,0,0,0,0,0.143518519
YKR017C,0,0.143518519,0,0,0,0,0,0.143518519
YKR020W,0,0.143518519,0.232796486,0,0.033410607,0,0,0.232796486
YKR021W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKR022C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKR024C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR025W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR026C,0.191676877,0.018518519,0,0.003549572,0,0,0,0.191676877
YKR027W,0,0.143518519,0.128843338,0,0.018491405,0,0,0.143518519
YKR028W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKR029C,0.023818671,0.143518519,0,0.00341842,0,0,0,0.143518519
YKR030W,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YKR031C,0,0.143518519,0,0,0,0,0,0.143518519
YKR034W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR036C,0.072513383,0.013888889,0.439970717,0.00100713,0.006110704,0.031903765,0.000443108,0.439970717
YKR037C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKR038C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKR048C,0,0.134259259,0.767935578,0,0.103102462,0,0,0.767935578
YKR050W,0,0.143518519,0,0,0,0,0,0.143518519
YKR051W,0,0.143518519,0,0,0,0,0,0.143518519
YKR052C,0,0.143518519,0,0,0,0,0,0.143518519
YKR054C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKR055W,0.100148068,0.134259259,0.405319668,0.013445805,0.054417918,0.040591982,0.005449849,0.405319668
YKR061W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YKR062W,0.046703866,0.143518519,0.39238653,0.00670287,0.056314734,0.018325968,0.002630116,0.39238653
YKR063C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR064W,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKR065C,0,0.143518519,0,0,0,0,0,0.143518519
YKR066C,0.047637342,0.143518519,0,0.006836841,0,0,0,0.143518519
YKR068C,0,0.143518519,0.151049292,0,0.021678371,0,0,0.151049292
YKR069W,0.066299393,0.143518519,0,0.009515191,0,0,0,0.143518519
YKR070W,0,0.143518519,0,0,0,0,0,0.143518519
YKR071C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKR072C,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YKR074W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKR077W,0,0.143518519,0,0,0,0,0,0.143518519
YKR080W,0.023818671,0.143518519,0.750610054,0.00341842,0.107726443,0.017878534,0.002565901,0.750610054
YKR081C,0.069317411,0.134259259,0.39238653,0.009306504,0.052681525,0.027199218,0.003651747,0.39238653
YKR082W,0,0.143518519,0.832357247,0,0.119458679,0,0,0.832357247
YKR083C,0,0.143518519,0.750610054,0,0.107726443,0,0,0.750610054
YKR084C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKR086W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YKR088C,0.046883851,0.143518519,0.047096144,0.006728701,0.006759169,0.002208049,0.000316896,0.143518519
YKR090W,0,0.143518519,0,0,0,0,0,0.143518519
YKR091W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YKR092C,0,0.143518519,0,0,0,0,0,0.143518519
YKR093W,0,0.143518519,0,0,0,0,0,0.143518519
YKR095W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR095W-A,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR096W,0,0.143518519,0.764031235,0,0.109652631,0,0,0.764031235
YKR099W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YKR100C,0,0.143518519,0.422645193,0,0.060657412,0,0,0.422645193
YKR101W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLL001W,0,0.143518519,0.439970717,0,0.063143946,0,0,0.439970717
YLL002W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLL003W,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YLL004W,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLL005C,0,0.143518519,0,0,0,0,0,0.143518519
YLL006W,0,0.143518519,0.496339678,0,0.071233936,0,0,0.496339678
YLL008W,0.023818671,0.143518519,0.39238653,0.00341842,0.056314734,0.009346126,0.001341342,0.39238653
YLL010C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YLL011W,0,0.013888889,0.39238653,0,0.005449813,0,0,0.39238653
YLL012W,0.023818671,0.143518519,0.081747194,0.00341842,0.011732236,0.00194711,0.000279446,0.143518519
YLL013C,0,0.134259259,0.439970717,0,0.059070142,0,0,0.439970717
YLL015W,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YLL018C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YLL019C,0.19223316,0.074074074,0,0.014239493,0,0,0,0.19223316
YLL020C,0,0.143518519,0,0,0,0,0,0.143518519
YLL021W,0,0.143518519,0,0,0,0,0,0.143518519
YLL022C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLL023C,0,0.143518519,0.496339678,0,0.071233936,0,0,0.496339678
YLL024C,0.047637342,0.143518519,0.358223524,0.006836841,0.05141171,0.017064817,0.002449117,0.358223524
YLL026W,0.126221749,0.134259259,0.750610054,0.016946438,0.10077635,0.094743314,0.012720167,0.750610054
YLL027W,0.066483765,0.143518519,0,0.009541651,0,0,0,0.143518519
YLL028W,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YLL030C,0,0.143518519,0,0,0,0,0,0.143518519
YLL032C,0,0.143518519,0.358223524,0,0.05141171,0,0,0.358223524
YLL033W,0,0.143518519,0,0,0,0,0,0.143518519
YLL034C,0.055560494,0.143518519,0.39238653,0.00797396,0.056314734,0.021801189,0.003128874,0.39238653
YLL036C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLL038C,0,0.143518519,0,0,0,0,0,0.143518519
YLL040C,0,0.143518519,0.047096144,0,0.006759169,0,0,0.143518519
YLL043W,0,0.143518519,0,0,0,0,0,0.143518519
YLL047W,0,0.143518519,0,0,0,0,0,0.143518519
YLL048C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YLL049W,0,0.143518519,0,0,0,0,0,0.143518519
YLL050C,0,0.134259259,0.750610054,0,0.10077635,0,0,0.750610054
YLL059C,0,0.143518519,0,0,0,0,0,0.143518519
YLL061W,0,0.143518519,0.103953148,0,0.014919202,0,0,0.143518519
YLL062C,0.023818671,0.143518519,0.358223524,0.00341842,0.05141171,0.008532408,0.001224559,0.358223524
YLL067W-A,0,0.143518519,0,0,0,0,0,0.143518519
YLR001C,0,0.143518519,0.041239629,0,0.00591865,0,0,0.143518519
YLR002C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLR003C,0,0.143518519,0.39238653,0,0.056314734,0,0,0.39238653
YLR004C,0.023818671,0.143518519,0.151049292,0.00341842,0.021678371,0.003597793,0.00051635,0.151049292
